area,item,element,year,unit,value
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2008,TJ,338902.214805
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2009,TJ,308648.44952
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2010,TJ,340179.49488
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2011,TJ,290983.944091
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2012,TJ,317209.716209
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2013,TJ,322222.110033
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2014,TJ,280299.362352
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2015,TJ,283039.91416
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2016,TJ,241303.621955
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2017,TJ,240499.314533
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2018,TJ,249564.115672
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2019,TJ,244277.055634
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2020,TJ,238958.115476
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2021,TJ,252253.388215
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2022,TJ,223460.627592
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,"Energy Use (Natural Gas, including LNG)",2023,TJ,254664.927592
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1990,TJ,59432.485041
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1991,TJ,66429.917457
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1992,TJ,66717.762168
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1993,TJ,71779.56773
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1994,TJ,58374.971331
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1995,TJ,49344.55683
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1996,TJ,35455.385493
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1997,TJ,35007.318318
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1998,TJ,27999.43713
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),1999,TJ,23980.662373
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2000,TJ,7697.264034
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2001,TJ,8714.853507
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2002,TJ,6825.087226
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2003,TJ,6515.577962
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2004,TJ,5769.16585
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2005,TJ,4918.231545
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2006,TJ,4793.379109
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2007,TJ,5601.893664
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2008,TJ,6176.229471
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2009,TJ,7248.275561
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2010,TJ,6378.271368
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2011,TJ,6348.860944
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2012,TJ,6077.014813
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2013,TJ,6715.915034
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2014,TJ,7131.767772
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2015,TJ,8003.145028
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2016,TJ,7550.016506
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2017,TJ,7640.710392
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2018,TJ,7761.475825
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2019,TJ,5857.649427
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2020,TJ,5798.750843
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2021,TJ,5227.620831
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2022,TJ,4879.381778
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Coal),2023,TJ,4638.28049
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1990,TJ,229021.887146
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1991,TJ,237038.696622
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1992,TJ,241201.746932
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1993,TJ,244155.27678
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1994,TJ,241298.28142
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1995,TJ,246814.205249
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1996,TJ,260516.305919
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1997,TJ,264553.429679
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1998,TJ,266397.159189
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),1999,TJ,272901.602334
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2000,TJ,274086.049975
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2001,TJ,274629.065141
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2002,TJ,276812.227672
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2003,TJ,271141.755667
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2004,TJ,276226.68622
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2005,TJ,280547.208218
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2006,TJ,276568.550604
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2007,TJ,273574.709701
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2008,TJ,271284.906302
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2009,TJ,257187.630649
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2010,TJ,261407.915969
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2011,TJ,257169.532286
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2012,TJ,255761.16213
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2013,TJ,253551.454092
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2014,TJ,243708.943049
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2015,TJ,243244.999311
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2016,TJ,240947.119454
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2017,TJ,238563.926499
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2018,TJ,239415.765433
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2019,TJ,235453.745527
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2020,TJ,216876.876921
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2021,TJ,218703.675312
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2022,TJ,211619.537171
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Electricity),2023,TJ,204495.368368
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),1999,TJ,18552.585
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2000,TJ,18120.245
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2001,TJ,17261.025
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2002,TJ,10632.115
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2003,TJ,9408.535
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2004,TJ,5471.518408
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2005,TJ,5590.79621
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2006,TJ,5539.687273
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2007,TJ,5569.451412
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2008,TJ,5973.804829
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2009,TJ,5525.64
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2010,TJ,5563.968396
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2011,TJ,5469.770275
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2012,TJ,5693.478579
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2013,TJ,5616.639554
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2014,TJ,6629.432053
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2015,TJ,4173.574879
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2016,TJ,4379.179495
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2017,TJ,4147.100649
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2018,TJ,4503.389996
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2019,TJ,4250.468274
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2020,TJ,5124.932527
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2021,TJ,5532.799075
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2022,TJ,5711.515378
United Kingdom of Great Britain and Northern Ireland,Pre- and post-production,Energy Use (Heat),2023,TJ,5711.515378
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1990,kt,65412.919806
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1991,kt,66619.966233
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1992,kt,67184.673926
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1993,kt,64399.56289
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1994,kt,62247.976505
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1995,kt,60797.723793
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1996,kt,62364.881599
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1997,kt,59235.06914
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1998,kt,58091.073341
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),1999,kt,57014.215667
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2000,kt,56796.36972
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2001,kt,58364.802641
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2002,kt,57618.099327
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2003,kt,57801.898288
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2004,kt,58707.9974
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2005,kt,58236.131235
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2006,kt,57901.493917
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2007,kt,56418.899747
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2008,kt,54805.387871
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2009,kt,49027.507342
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2010,kt,50888.855674
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2011,kt,48156.533512
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2012,kt,51019.701898
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2013,kt,49164.562446
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2014,kt,44756.241833
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2015,kt,41525.390781
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2016,kt,37425.349017
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2017,kt,35740.492473
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2018,kt,35554.530017
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2019,kt,34273.989411
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2020,kt,31660.385262
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2021,kt,33219.438505
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2022,kt,31591.280471
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CO2),2023,kt,31589.29469
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1990,kt,8.528764
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1991,kt,9.526685
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1992,kt,9.726215
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1993,kt,10.894542
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1994,kt,9.468099
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1995,kt,8.517042
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1996,kt,7.247754
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1997,kt,7.066673
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1998,kt,6.278727
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),1999,kt,6.115863
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2000,kt,4.463229
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2001,kt,4.577821
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2002,kt,4.502944
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2003,kt,4.332321
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2004,kt,4.242673
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2005,kt,3.96048
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2006,kt,3.863026
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2007,kt,3.907487
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2008,kt,3.88384
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2009,kt,3.747813
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2010,kt,3.7781
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2011,kt,3.559572
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2012,kt,3.740902
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2013,kt,3.732292
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2014,kt,3.770037
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2015,kt,4.026136
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2016,kt,3.950072
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2017,kt,3.928031
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2018,kt,4.116765
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2019,kt,3.932046
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2020,kt,3.571709
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2021,kt,3.699616
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2022,kt,3.581988
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (CH4),2023,kt,3.507604
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (N2O),1990,kt,1.650585
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (N2O),1991,kt,1.679035
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (N2O),1992,kt,1.698486
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (N2O),1993,kt,1.651996
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (N2O),1994,kt,1.625584
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (N2O),1995,kt,1.588076
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (N2O),1996,kt,1.603383
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (N2O),1997,kt,1.568932
United Kingdom of Great Britain and Northern Ireland,Energy Use (Pre- and Post-Production),Emissions (N2O),1998,kt,1.558519
